,Basket Value,Category Name,StoreID,Total Exclude VAT
1260,16000 to 29999,Other Cuisine,VN0054,15221561.0
1261,16000 to 29999,Packaged Ice Cream/Novelties,VN0054,12761260.0
1262,16000 to 29999,Instant Noodles,VN0054,12081836.0
1263,16000 to 29999,Rice  Offsite,VN0054,8566872.0
1264,16000 to 29999,Potato Chips,VN0054,7909752.0
1265,16000 to 29999,Other Cuisine,VN0056,21258056.0
1266,16000 to 29999,Instant Noodles,VN0056,17529770.0
1267,16000 to 29999,Rice  Offsite,VN0056,17466026.0
1268,16000 to 29999,Bread  Offsite,VN0056,12392697.0
1269,16000 to 29999,Packaged Ice Cream/Novelties,VN0056,12146119.0
1270,16000 to 29999,Rice  Offsite,VN0060,9426498.0
1271,16000 to 29999,Other Cuisine,VN0060,8724602.0
1272,16000 to 29999,Cold Beverages,VN0060,6510018.0
1273,16000 to 29999,Bread  Offsite,VN0060,5997265.0
1274,16000 to 29999,Steamed Bun,VN0060,5693719.0
1275,16000 to 29999,Rice  Offsite,VN0061,10717414.0
1276,16000 to 29999,Other Cuisine,VN0061,9794582.0
1277,16000 to 29999,Instant Noodles,VN0061,9073307.0
1278,16000 to 29999,Tea,VN0061,7988644.0
1279,16000 to 29999,Steamed Bun,VN0061,6962825.0
1280,16000 to 29999,Other Cuisine,VN0062,19836480.0
1281,16000 to 29999,Rice  Offsite,VN0062,13467991.0
1282,16000 to 29999,Packaged Ice Cream/Novelties,VN0062,13439194.0
1283,16000 to 29999,Instant Noodles,VN0062,12855688.0
1284,16000 to 29999,Tea,VN0062,12462929.0
1285,16000 to 29999,Other Cuisine,VN0064,13073542.0
1286,16000 to 29999,Steamed Bun,VN0064,11048639.0
1287,16000 to 29999,Rice  Offsite,VN0064,7168065.0
1288,16000 to 29999,Bread  Offsite,VN0064,5774529.0
1289,16000 to 29999,Cold Beverages,VN0064,4208825.0
1290,16000 to 29999,Instant Noodles,VN0065,18017113.0
1291,16000 to 29999,Other Cuisine,VN0065,16731423.0
1292,16000 to 29999,Rice  Offsite,VN0065,14794242.0
1293,16000 to 29999,Packaged Ice Cream/Novelties,VN0065,11193626.0
1294,16000 to 29999,Potato Chips,VN0065,11168962.0
1295,16000 to 29999,Other Cuisine,VN0066,23398197.0
1296,16000 to 29999,Instant Noodles,VN0066,19979027.0
1297,16000 to 29999,Rice  Offsite,VN0066,15132502.0
1298,16000 to 29999,Potato Chips,VN0066,14526258.0
1299,16000 to 29999,Fried Food Cat,VN0066,11038803.0
1300,16000 to 29999,Other Cuisine,VN0067,20675683.0
1301,16000 to 29999,Rice  Offsite,VN0067,18026211.0
1302,16000 to 29999,Instant Noodles,VN0067,17618280.0
1303,16000 to 29999,Tea,VN0067,10268647.0
1304,16000 to 29999,Packaged Ice Cream/Novelties,VN0067,8954902.0
1305,16000 to 29999,Other Cuisine,VN0068,22835543.0
1306,16000 to 29999,Instant Noodles,VN0068,17548130.0
1307,16000 to 29999,Rice  Offsite,VN0068,14506854.0
1308,16000 to 29999,Tea,VN0068,13813628.0
1309,16000 to 29999,Steamed Bun,VN0068,13412816.0
1310,16000 to 29999,Rice  Offsite,VN0069,12901279.0
1311,16000 to 29999,Other Cuisine,VN0069,12845322.0
1312,16000 to 29999,Instant Noodles,VN0069,11979737.0
1313,16000 to 29999,Packaged Ice Cream/Novelties,VN0069,9576325.0
1314,16000 to 29999,Potato Chips,VN0069,8253419.0
1315,16000 to 29999,Instant Noodles,VN0070,11960536.0
1316,16000 to 29999,Rice  Offsite,VN0070,11599029.0
1317,16000 to 29999,Other Cuisine,VN0070,9701944.0
1318,16000 to 29999,Packaged Ice Cream/Novelties,VN0070,7004390.0
1319,16000 to 29999,Snacks for Drinks,VN0070,6218765.0
1320,16000 to 29999,Steamed Bun,VN0071,14344734.0
1321,16000 to 29999,Other Cuisine,VN0071,9445580.0
1322,16000 to 29999,Instant Noodles,VN0071,7394581.0
1323,16000 to 29999,Rice  Offsite,VN0071,6802846.0
1324,16000 to 29999,Bread  Offsite,VN0071,5702724.0
1325,16000 to 29999,Instant Noodles,VN0072,11951674.0
1326,16000 to 29999,Other Cuisine,VN0072,10661036.0
1327,16000 to 29999,Rice  Offsite,VN0072,7816535.0
1328,16000 to 29999,Tea,VN0072,6733746.0
1329,16000 to 29999,Steamed Bun,VN0072,6731913.0
1330,16000 to 29999,Other Cuisine,VN0074,15203624.0
1331,16000 to 29999,Steamed Bun,VN0074,13456330.0
1332,16000 to 29999,Rice  Offsite,VN0074,11088490.0
1333,16000 to 29999,Bread  Offsite,VN0074,9640625.0
1334,16000 to 29999,Instant Noodles,VN0074,9057898.0
1335,16000 to 29999,Instant Noodles,VN0075,21056129.0
1336,16000 to 29999,Other Cuisine,VN0075,19214364.0
1337,16000 to 29999,Packaged Ice Cream/Novelties,VN0075,16089168.0
1338,16000 to 29999,Rice  Offsite,VN0075,16019187.0
1339,16000 to 29999,Potato Chips,VN0075,12579135.0
1340,16000 to 29999,Instant Noodles,VN0076,18290072.0
1341,16000 to 29999,Packaged Ice Cream/Novelties,VN0076,13591293.0
1342,16000 to 29999,Steamed Bun,VN0076,13197377.0
1343,16000 to 29999,Other Cuisine,VN0076,10668609.0
1344,16000 to 29999,Tea,VN0076,10268257.0
1345,16000 to 29999,Other Cuisine,VN0077,6483137.0
1346,16000 to 29999,Rice  Offsite,VN0077,5481446.0
1347,16000 to 29999,Instant Noodles,VN0077,3986316.0
1348,16000 to 29999,Bread  Offsite,VN0077,3580056.0
1349,16000 to 29999,Steamed Bun,VN0077,3454593.0
1350,16000 to 29999,Instant Noodles,VN0079,13404533.0
1351,16000 to 29999,Rice  Offsite,VN0079,11607248.0
1352,16000 to 29999,Potato Chips,VN0079,8108081.0
1353,16000 to 29999,Bread  Offsite,VN0079,7983687.0
1354,16000 to 29999,Packaged Ice Cream/Novelties,VN0079,7883974.0
1355,16000 to 29999,Instant Noodles,VN0081,4653434.0
1356,16000 to 29999,Tea,VN0081,3814684.0
1357,16000 to 29999,Packaged Ice Cream/Novelties,VN0081,3601741.0
1358,16000 to 29999,Rice  Offsite,VN0081,3507769.0
1359,16000 to 29999,Carbonated Drinks - CSD,VN0081,2800809.0
1360,16000 to 29999,Rice  Offsite,VN0082,19243914.0
1361,16000 to 29999,Instant Noodles,VN0082,13538727.0
1362,16000 to 29999,Other Cuisine,VN0082,12537151.0
1363,16000 to 29999,Snacks for Drinks,VN0082,8733752.0
1364,16000 to 29999,Potato Chips,VN0082,8594548.0
1365,16000 to 29999,Other Cuisine,VN0083,25450230.0
1366,16000 to 29999,Instant Noodles,VN0083,19441952.0
1367,16000 to 29999,Rice  Offsite,VN0083,18511871.0
1368,16000 to 29999,Potato Chips,VN0083,11804273.0
1369,16000 to 29999,Tea,VN0083,11471319.0
1370,16000 to 29999,Instant Noodles,VN0084,18001344.0
1371,16000 to 29999,Other Cuisine,VN0084,16339285.0
1372,16000 to 29999,Rice  Offsite,VN0084,16026601.0
1373,16000 to 29999,Packaged Ice Cream/Novelties,VN0084,12618389.0
1374,16000 to 29999,Steamed Bun,VN0084,11598136.0
1375,16000 to 29999,Steamed Bun,VN0085,16742069.0
1376,16000 to 29999,Other Cuisine,VN0085,15844705.0
1377,16000 to 29999,Rice  Offsite,VN0085,10104710.0
1378,16000 to 29999,Bread  Offsite,VN0085,7700887.0
1379,16000 to 29999,Instant Noodles,VN0085,7470056.0
1380,16000 to 29999,Rice  Offsite,VN0086,22514067.0
1381,16000 to 29999,Other Cuisine,VN0086,20887252.0
1382,16000 to 29999,Instant Noodles,VN0086,20696580.0
1383,16000 to 29999,Packaged Ice Cream/Novelties,VN0086,14061948.0
1384,16000 to 29999,Potato Chips,VN0086,13138099.0
1385,16000 to 29999,Rice  Offsite,VN0087,9695709.0
1386,16000 to 29999,Instant Noodles,VN0087,8738375.0
1387,16000 to 29999,Other Cuisine,VN0087,8688271.0
1388,16000 to 29999,Packaged Ice Cream/Novelties,VN0087,7651159.0
1389,16000 to 29999,Carbonated Drinks - CSD,VN0087,7429875.0
1390,16000 to 29999,Packaged Ice Cream/Novelties,VN0088,12256597.0
1391,16000 to 29999,Rice  Offsite,VN0088,10480039.0
1392,16000 to 29999,Instant Noodles,VN0088,10430821.0
1393,16000 to 29999,Other Cuisine,VN0088,8322557.0
1394,16000 to 29999,Potato Chips,VN0088,6283812.0
1395,16000 to 29999,Rice  Offsite,VN0089,19226464.0
1396,16000 to 29999,Instant Noodles,VN0089,11888202.0
1397,16000 to 29999,Other Cuisine,VN0089,9691759.0
1398,16000 to 29999,Packaged Ice Cream/Novelties,VN0089,8053900.0
1399,16000 to 29999,Tea,VN0089,7080858.0
1400,16000 to 29999,Rice  Offsite,VN0090,14551296.0
1401,16000 to 29999,Other Cuisine,VN0090,12497418.0
1402,16000 to 29999,Instant Noodles,VN0090,9740792.0
1403,16000 to 29999,Packaged Ice Cream/Novelties,VN0090,9127693.0
1404,16000 to 29999,Cold Beverages,VN0090,6719740.0
1405,16000 to 29999,Rice  Offsite,VN0091,18564819.0
1406,16000 to 29999,Instant Noodles,VN0091,16552842.0
1407,16000 to 29999,Packaged Ice Cream/Novelties,VN0091,12284496.0
1408,16000 to 29999,Snacks for Drinks,VN0091,8573199.0
1409,16000 to 29999,Potato Chips,VN0091,8077181.0
1410,16000 to 29999,Instant Noodles,VN0092,9834957.0
1411,16000 to 29999,Steamed Bun,VN0092,7784648.0
1412,16000 to 29999,Other Cuisine,VN0092,7428284.0
1413,16000 to 29999,Tea,VN0092,6457746.0
1414,16000 to 29999,FF Coffee,VN0092,6300957.0
1415,16000 to 29999,Other Cuisine,VN0093,9779906.0
1416,16000 to 29999,Instant Noodles,VN0093,7386127.0
1417,16000 to 29999,Rice  Offsite,VN0093,5588269.0
1418,16000 to 29999,Packaged Ice Cream/Novelties,VN0093,5418027.0
1419,16000 to 29999,Tea,VN0093,5008175.0
1420,16000 to 29999,Rice  Offsite,VN0094,5930998.0
1421,16000 to 29999,Other Cuisine,VN0094,4034588.0
1422,16000 to 29999,Cold Beverages,VN0094,2672552.0
1423,16000 to 29999,Bread  Offsite,VN0094,2620898.0
1424,16000 to 29999,Instant Noodles,VN0094,2490560.0
1425,16000 to 29999,Instant Noodles,VN0095,13854227.0
1426,16000 to 29999,Other Cuisine,VN0095,13431193.0
1427,16000 to 29999,Rice  Offsite,VN0095,11299742.0
1428,16000 to 29999,Potato Chips,VN0095,9434702.0
1429,16000 to 29999,Packaged Ice Cream/Novelties,VN0095,9421743.0
1430,16000 to 29999,Other Cuisine,VN0096,13439893.0
1431,16000 to 29999,Rice  Offsite,VN0096,12633817.0
1432,16000 to 29999,Instant Noodles,VN0096,9462295.0
1433,16000 to 29999,Packaged Ice Cream/Novelties,VN0096,8889494.0
1434,16000 to 29999,Potato Chips,VN0096,8482385.0
1435,16000 to 29999,Instant Noodles,VN0097,9712551.0
1436,16000 to 29999,Packaged Ice Cream/Novelties,VN0097,8174312.0
1437,16000 to 29999,Other Cuisine,VN0097,7231001.0
1438,16000 to 29999,Carbonated Drinks - CSD,VN0097,6166228.0
1439,16000 to 29999,Rice  Offsite,VN0097,6022495.0
1440,16000 to 29999,Instant Noodles,VN0098,14174490.0
1441,16000 to 29999,Rice  Offsite,VN0098,10758357.0
1442,16000 to 29999,Packaged Ice Cream/Novelties,VN0098,10561790.0
1443,16000 to 29999,Dessert Cat,VN0098,8433636.0
1444,16000 to 29999,Other Cuisine,VN0098,6803720.0
1445,16000 to 29999,Other Cuisine,VN0099,16232019.0
1446,16000 to 29999,Rice  Offsite,VN0099,14876092.0
1447,16000 to 29999,Instant Noodles,VN0099,13465235.0
1448,16000 to 29999,Packaged Ice Cream/Novelties,VN0099,11391378.0
1449,16000 to 29999,Bread  Offsite,VN0099,7052725.0
1450,16000 to 29999,Other Cuisine,VN0100,17181108.0
1451,16000 to 29999,Rice  Offsite,VN0100,14060226.0
1452,16000 to 29999,Instant Noodles,VN0100,10160959.0
1453,16000 to 29999,Snacks for Drinks,VN0100,9630467.0
1454,16000 to 29999,Cold Beverages,VN0100,9592770.0
1455,16000 to 29999,Rice  Offsite,VN0101,22337716.0
1456,16000 to 29999,Other Cuisine,VN0101,16123591.0
1457,16000 to 29999,Packaged Ice Cream/Novelties,VN0101,12860823.0
1458,16000 to 29999,Instant Noodles,VN0101,12397013.0
1459,16000 to 29999,Bread  Offsite,VN0101,8855194.0
1460,16000 to 29999,Rice  Offsite,VN0102,17157284.0
1461,16000 to 29999,Other Cuisine,VN0102,15051992.0
1462,16000 to 29999,Instant Noodles,VN0102,13793400.0
1463,16000 to 29999,Packaged Ice Cream/Novelties,VN0102,9649920.0
1464,16000 to 29999,Potato Chips,VN0102,6947200.0
1465,16000 to 29999,Rice  Offsite,VN0103,13175672.0
1466,16000 to 29999,Bread  Offsite,VN0103,10292696.0
1467,16000 to 29999,Other Cuisine,VN0103,10114656.0
1468,16000 to 29999,Cold Beverages,VN0103,8969124.0
1469,16000 to 29999,Instant Noodles,VN0103,5977295.0
1470,16000 to 29999,Other Cuisine,VN0104,9724645.0
1471,16000 to 29999,Instant Noodles,VN0104,9691889.0
1472,16000 to 29999,Packaged Ice Cream/Novelties,VN0104,8877110.0
1473,16000 to 29999,Edible Grocery,VN0104,6315510.0
1474,16000 to 29999,Rice  Offsite,VN0104,5435023.0
1475,16000 to 29999,Other Cuisine,VN0105,16988596.0
1476,16000 to 29999,Rice  Offsite,VN0105,14461851.0
1477,16000 to 29999,Instant Noodles,VN0105,10531229.0
1478,16000 to 29999,Potato Chips,VN0105,6833214.0
1479,16000 to 29999,Steamed Bun,VN0105,6624661.0
1480,16000 to 29999,Rice  Offsite,VN0107,21592499.0
1481,16000 to 29999,Instant Noodles,VN0107,14806498.0
1482,16000 to 29999,Other Cuisine,VN0107,8933741.0
1483,16000 to 29999,Dessert Cat,VN0107,8128655.0
1484,16000 to 29999,Potato Chips,VN0107,7209932.0
1485,16000 to 29999,Rice  Offsite,VN0108,16337516.0
1486,16000 to 29999,Instant Noodles,VN0108,12701677.0
1487,16000 to 29999,Other Cuisine,VN0108,12142868.0
1488,16000 to 29999,Packaged Ice Cream/Novelties,VN0108,9016343.0
1489,16000 to 29999,Potato Chips,VN0108,8082660.0
1490,16000 to 29999,Instant Noodles,VN0109,26631416.0
1491,16000 to 29999,Packaged Ice Cream/Novelties,VN0109,19948775.0
1492,16000 to 29999,Potato Chips,VN0109,15974328.0
1493,16000 to 29999,Snacks for Drinks,VN0109,15926794.0
1494,16000 to 29999,Rice  Offsite,VN0109,10432625.0
1495,16000 to 29999,Instant Noodles,VN0110,29126573.0
1496,16000 to 29999,Potato Chips,VN0110,19814902.0
1497,16000 to 29999,Rice  Offsite,VN0110,15413874.0
1498,16000 to 29999,Packaged Ice Cream/Novelties,VN0110,15380585.0
1499,16000 to 29999,Other Cuisine,VN0110,14508991.0
1500,16000 to 29999,Rice  Offsite,VN0111,17255679.0
1501,16000 to 29999,Instant Noodles,VN0111,12064875.0
1502,16000 to 29999,Packaged Ice Cream/Novelties,VN0111,10716233.0
1503,16000 to 29999,Potato Chips,VN0111,9685657.0
1504,16000 to 29999,Other Cuisine,VN0111,9570205.0
1505,16000 to 29999,Rice  Offsite,VN0112,12965043.0
1506,16000 to 29999,Instant Noodles,VN0112,10840591.0
1507,16000 to 29999,Other Cuisine,VN0112,8247366.0
1508,16000 to 29999,Snacks for Drinks,VN0112,7398527.0
1509,16000 to 29999,Potato Chips,VN0112,6877814.0
1510,16000 to 29999,Rice  Offsite,VN0113,21411380.0
1511,16000 to 29999,Instant Noodles,VN0113,11490791.0
1512,16000 to 29999,Other Cuisine,VN0113,8696282.0
1513,16000 to 29999,Potato Chips,VN0113,7289330.0
1514,16000 to 29999,Packaged Ice Cream/Novelties,VN0113,6722096.0
1515,16000 to 29999,Instant Noodles,VN0115,17911990.0
1516,16000 to 29999,Rice  Offsite,VN0115,17664878.0
1517,16000 to 29999,Other Cuisine,VN0115,15244740.0
1518,16000 to 29999,Cold Beverages,VN0115,9259343.0
1519,16000 to 29999,Potato Chips,VN0115,8372123.0
1520,16000 to 29999,Instant Noodles,VN0116,5517376.0
1521,16000 to 29999,Packaged Ice Cream/Novelties,VN0116,4938759.0
1522,16000 to 29999,Other Cuisine,VN0116,4529143.0
1523,16000 to 29999,Rice  Offsite,VN0116,4322014.0
1524,16000 to 29999,Steamed Bun,VN0116,3468232.0
1525,16000 to 29999,Other Cuisine,VN0117,9337900.0
1526,16000 to 29999,Instant Noodles,VN0117,8536932.0
1527,16000 to 29999,Carbonated Drinks - CSD,VN0117,7233239.0
1528,16000 to 29999,Bottled Water,VN0117,6919095.0
1529,16000 to 29999,Tea,VN0117,6834486.0
1530,16000 to 29999,Instant Noodles,VN0118,30151009.0
1531,16000 to 29999,Potato Chips,VN0118,22555364.0
1532,16000 to 29999,Packaged Ice Cream/Novelties,VN0118,21139879.0
1533,16000 to 29999,Rice  Offsite,VN0118,16718697.0
1534,16000 to 29999,Other Cuisine,VN0118,13191195.0
1535,16000 to 29999,Rice  Offsite,VN0119,5890399.0
1536,16000 to 29999,Instant Noodles,VN0119,5764858.0
1537,16000 to 29999,Other Cuisine,VN0119,4770043.0
1538,16000 to 29999,Packaged Ice Cream/Novelties,VN0119,4459838.0
1539,16000 to 29999,Carbonated Drinks - CSD,VN0119,3965428.0
1540,16000 to 29999,Other Cuisine,VN0120,9086468.0
1541,16000 to 29999,Instant Noodles,VN0120,7361896.0
1542,16000 to 29999,Rice  Offsite,VN0120,6456524.0
1543,16000 to 29999,Fried Food Cat,VN0120,4617288.0
1544,16000 to 29999,Carbonated Drinks - CSD,VN0120,4611525.0
1545,16000 to 29999,Rice  Offsite,VN0121,31713300.0
1546,16000 to 29999,Instant Noodles,VN0121,25106340.0
1547,16000 to 29999,Other Cuisine,VN0121,20572290.0
1548,16000 to 29999,Packaged Ice Cream/Novelties,VN0121,14382260.0
1549,16000 to 29999,Potato Chips,VN0121,12798049.0
1550,16000 to 29999,Instant Noodles,VN0122,21028187.0
1551,16000 to 29999,Packaged Ice Cream/Novelties,VN0122,13713309.0
1552,16000 to 29999,Snacks for Drinks,VN0122,12410971.0
1553,16000 to 29999,Potato Chips,VN0122,11808209.0
1554,16000 to 29999,Rice  Offsite,VN0122,9697434.0
1555,16000 to 29999,Other Cuisine,VN0123,16704971.0
1556,16000 to 29999,Rice  Offsite,VN0123,15979370.0
1557,16000 to 29999,Instant Noodles,VN0123,13434535.0
1558,16000 to 29999,Packaged Ice Cream/Novelties,VN0123,8531818.0
1559,16000 to 29999,Potato Chips,VN0123,6718555.0
1560,16000 to 29999,Rice  Offsite,VN0124,21567714.0
1561,16000 to 29999,Instant Noodles,VN0124,19945186.0
1562,16000 to 29999,Packaged Ice Cream/Novelties,VN0124,12817911.0
1563,16000 to 29999,Other Cuisine,VN0124,12487402.0
1564,16000 to 29999,Potato Chips,VN0124,11357661.0
1565,16000 to 29999,Rice  Offsite,VN0125,32906338.0
1566,16000 to 29999,Other Cuisine,VN0125,27686412.0
1567,16000 to 29999,Instant Noodles,VN0125,19807810.0
1568,16000 to 29999,Packaged Ice Cream/Novelties,VN0125,17975618.0
1569,16000 to 29999,Potato Chips,VN0125,14806817.0
1570,16000 to 29999,Rice  Offsite,VN0126,13749097.0
1571,16000 to 29999,Instant Noodles,VN0126,12793966.0
1572,16000 to 29999,Other Cuisine,VN0126,6654352.0
1573,16000 to 29999,Packaged Ice Cream/Novelties,VN0126,6214342.0
1574,16000 to 29999,Potato Chips,VN0126,5279956.0
1575,16000 to 29999,Instant Noodles,VN0127,15876978.0
1576,16000 to 29999,Packaged Ice Cream/Novelties,VN0127,13124394.0
1577,16000 to 29999,Rice  Offsite,VN0127,12989528.0
1578,16000 to 29999,Other Cuisine,VN0127,12202652.0
1579,16000 to 29999,Potato Chips,VN0127,11194506.0
1580,16000 to 29999,Rice  Offsite,VN0128,24757332.0
1581,16000 to 29999,Instant Noodles,VN0128,17015927.0
1582,16000 to 29999,Other Cuisine,VN0128,11608146.0
1583,16000 to 29999,Tea,VN0128,8568392.0
1584,16000 to 29999,Packaged Ice Cream/Novelties,VN0128,7895407.0
1585,16000 to 29999,Other Cuisine,VN0130,5265511.0
1586,16000 to 29999,Rice  Offsite,VN0130,4635141.0
1587,16000 to 29999,Instant Noodles,VN0130,4441006.0
1588,16000 to 29999,Cigarettes Category,VN0130,4330028.0
1589,16000 to 29999,Energy Drinks,VN0130,3931659.0
1590,16000 to 29999,Instant Noodles,VN0131,13779862.0
1591,16000 to 29999,Packaged Ice Cream/Novelties,VN0131,13079746.0
1592,16000 to 29999,Rice  Offsite,VN0131,12781829.0
1593,16000 to 29999,Dessert Cat,VN0131,11305126.0
1594,16000 to 29999,Carbonated Drinks - CSD,VN0131,10598770.0
1595,16000 to 29999,Rice  Offsite,VN0132,9439102.0
1596,16000 to 29999,Other Cuisine,VN0132,7859786.0
1597,16000 to 29999,Instant Noodles,VN0132,7550687.0
1598,16000 to 29999,Packaged Ice Cream/Novelties,VN0132,5531653.0
1599,16000 to 29999,Dessert Cat,VN0132,5434872.0
1600,16000 to 29999,Other Cuisine,VN0133,1427287.0
1601,16000 to 29999,Cold Beverages,VN0133,1305457.0
1602,16000 to 29999,Steamed Bun,VN0133,1250928.0
1603,16000 to 29999,Instant Noodles,VN0133,893642.0
1604,16000 to 29999,Tea,VN0133,828183.0
1605,16000 to 29999,Cold Beverages,VN0134,3907281.0
1606,16000 to 29999,Other Cuisine,VN0134,3430027.0
1607,16000 to 29999,Steamed Bun,VN0134,3209129.0
1608,16000 to 29999,Instant Noodles,VN0134,2706376.0
1609,16000 to 29999,Rice  Offsite,VN0134,2479130.0
1610,16000 to 29999,Rice  Offsite,VN0135,30460586.0
1611,16000 to 29999,Instant Noodles,VN0135,22300877.0
1612,16000 to 29999,Other Cuisine,VN0135,18218090.0
1613,16000 to 29999,Packaged Ice Cream/Novelties,VN0135,11914331.0
1614,16000 to 29999,Snacks for Drinks,VN0135,10628706.0
1615,16000 to 29999,Rice  Offsite,VN0136,18618828.0
1616,16000 to 29999,Instant Noodles,VN0136,12215026.0
1617,16000 to 29999,Other Cuisine,VN0136,8193825.0
1618,16000 to 29999,Potato Chips,VN0136,7295830.0
1619,16000 to 29999,Bread  Offsite,VN0136,6131666.0
1620,16000 to 29999,Rice  Offsite,VN0137,19393082.0
1621,16000 to 29999,Instant Noodles,VN0137,14218133.0
1622,16000 to 29999,Other Cuisine,VN0137,10221011.0
1623,16000 to 29999,Potato Chips,VN0137,8857334.0
1624,16000 to 29999,Tea,VN0137,7486882.0
1625,16000 to 29999,Other Cuisine,VN0138,7640853.0
1626,16000 to 29999,Instant Noodles,VN0138,7554729.0
1627,16000 to 29999,Rice  Offsite,VN0138,6317246.0
1628,16000 to 29999,Steamed Bun,VN0138,6062582.0
1629,16000 to 29999,Fried Food Cat,VN0138,5372741.0
1630,16000 to 29999,Rice  Offsite,VN0139,25685637.0
1631,16000 to 29999,Other Cuisine,VN0139,22092996.0
1632,16000 to 29999,Instant Noodles,VN0139,18516238.0
1633,16000 to 29999,Packaged Ice Cream/Novelties,VN0139,13293373.0
1634,16000 to 29999,Potato Chips,VN0139,10395351.0
1635,16000 to 29999,Rice  Offsite,VN0140,19387913.0
1636,16000 to 29999,Other Cuisine,VN0140,14131079.0
1637,16000 to 29999,Instant Noodles,VN0140,13731438.0
1638,16000 to 29999,Packaged Ice Cream/Novelties,VN0140,11189644.0
1639,16000 to 29999,Potato Chips,VN0140,9246524.0
1640,16000 to 29999,Other Cuisine,VN0141,7181663.0
1641,16000 to 29999,Packaged Ice Cream/Novelties,VN0141,5389069.0
1642,16000 to 29999,Rice  Offsite,VN0141,4935630.0
1643,16000 to 29999,Instant Noodles,VN0141,4848959.0
1644,16000 to 29999,Carbonated Drinks - CSD,VN0141,3668907.0
1645,16000 to 29999,Rice  Offsite,VN0142,12662027.0
1646,16000 to 29999,Instant Noodles,VN0142,12454344.0
1647,16000 to 29999,Other Cuisine,VN0142,12317422.0
1648,16000 to 29999,Packaged Ice Cream/Novelties,VN0142,7529984.0
1649,16000 to 29999,Energy Drinks,VN0142,7232560.0
1650,16000 to 29999,Instant Noodles,VN0143,6770739.0
1651,16000 to 29999,Other Cuisine,VN0143,5899158.0
1652,16000 to 29999,Packaged Ice Cream/Novelties,VN0143,4546201.0
1653,16000 to 29999,Rice  Offsite,VN0143,4518144.0
1654,16000 to 29999,Potato Chips,VN0143,4370867.0
1655,16000 to 29999,Instant Noodles,VN0145,12808995.0
1656,16000 to 29999,Rice  Offsite,VN0145,9583836.0
1657,16000 to 29999,Packaged Ice Cream/Novelties,VN0145,8965207.0
1658,16000 to 29999,Tea,VN0145,8878185.0
1659,16000 to 29999,Other Cuisine,VN0145,8170194.0
1660,16000 to 29999,Instant Noodles,VN0146,7160934.0
1661,16000 to 29999,Other Cuisine,VN0146,6093751.0
1662,16000 to 29999,Energy Drinks,VN0146,5126407.0
1663,16000 to 29999,Tea,VN0146,4741817.0
1664,16000 to 29999,Rice  Offsite,VN0146,4560718.0
1665,16000 to 29999,Rice  Offsite,VN0147,10291967.0
1666,16000 to 29999,Instant Noodles,VN0147,9945817.0
1667,16000 to 29999,Other Cuisine,VN0147,9283735.0
1668,16000 to 29999,Packaged Ice Cream/Novelties,VN0147,6427994.0
1669,16000 to 29999,Tea,VN0147,4963575.0
1670,16000 to 29999,Rice  Offsite,VN0148,18381987.0
1671,16000 to 29999,Instant Noodles,VN0148,17791274.0
1672,16000 to 29999,Other Cuisine,VN0148,14261802.0
1673,16000 to 29999,Potato Chips,VN0148,10289001.0
1674,16000 to 29999,Packaged Ice Cream/Novelties,VN0148,9569158.0
1675,16000 to 29999,Instant Noodles,VN0149,12187708.0
1676,16000 to 29999,Rice  Offsite,VN0149,11011108.0
1677,16000 to 29999,Other Cuisine,VN0149,10157933.0
1678,16000 to 29999,Packaged Ice Cream/Novelties,VN0149,7536186.0
1679,16000 to 29999,Potato Chips,VN0149,5413544.0
1680,16000 to 29999,Rice  Offsite,VN0150,35983591.0
1681,16000 to 29999,Tea,VN0150,30325542.0
1682,16000 to 29999,Other Cuisine,VN0150,28509719.0
1683,16000 to 29999,Instant Noodles,VN0150,27024365.0
1684,16000 to 29999,Potato Chips,VN0150,15440324.0
1685,16000 to 29999,Rice  Offsite,VN0151,21663961.0
1686,16000 to 29999,Instant Noodles,VN0151,11364828.0
1687,16000 to 29999,Other Cuisine,VN0151,9877380.0
1688,16000 to 29999,Packaged Ice Cream/Novelties,VN0151,8589880.0
1689,16000 to 29999,Juice,VN0151,6346953.0
1690,16000 to 29999,Packaged Ice Cream/Novelties,VN0152,10550273.0
1691,16000 to 29999,Instant Noodles,VN0152,9931938.0
1692,16000 to 29999,Rice  Offsite,VN0152,8651097.0
1693,16000 to 29999,Other Cuisine,VN0152,8267975.0
1694,16000 to 29999,Potato Chips,VN0152,6399331.0
1695,16000 to 29999,Rice  Offsite,VN0153,27452473.0
1696,16000 to 29999,Instant Noodles,VN0153,19938733.0
1697,16000 to 29999,Other Cuisine,VN0153,16956561.0
1698,16000 to 29999,Potato Chips,VN0153,12038040.0
1699,16000 to 29999,Snacks for Drinks,VN0153,11009125.0
1700,16000 to 29999,Rice  Offsite,VN0154,28570551.0
1701,16000 to 29999,Other Cuisine,VN0154,25569609.0
1702,16000 to 29999,Instant Noodles,VN0154,20380554.0
1703,16000 to 29999,Dessert Cat,VN0154,12914507.0
1704,16000 to 29999,Potato Chips,VN0154,11134107.0
1705,16000 to 29999,Rice  Offsite,VN0155,34311988.0
1706,16000 to 29999,Instant Noodles,VN0155,23623504.0
1707,16000 to 29999,Other Cuisine,VN0155,23200668.0
1708,16000 to 29999,Potato Chips,VN0155,20625371.0
