,Basket Value,Category Name,StoreID,Total Exclude VAT
3768,53000 to 349999,Family Planning,VN0142,8096185.0
3769,53000 to 349999,Comestic,VN0142,6419050.0
3770,53000 to 349999,Import Beer,VN0143,7897271.0
3771,53000 to 349999,Liquor,VN0143,6312720.0
3772,53000 to 349999,Family Planning,VN0143,5456188.0
3773,53000 to 349999,Personal Care,VN0143,4176365.0
3774,53000 to 349999,Oral Care,VN0143,3937273.0
3775,53000 to 349999,Import Beer,VN0145,13431812.0
3776,53000 to 349999,Liquor,VN0145,5674547.0
3777,53000 to 349999,Candy Category,VN0145,4888191.0
3778,53000 to 349999,Family Planning,VN0145,4667615.0
3779,53000 to 349999,Packaged Ice Cream/Novelties,VN0145,4533631.0
3780,53000 to 349999,Import Beer,VN0146,7539995.0
3781,53000 to 349999,Family Planning,VN0146,7344761.0
3782,53000 to 349999,Liquor,VN0146,6387275.0
3783,53000 to 349999,Personal Care,VN0146,5579999.0
3784,53000 to 349999,Fruit Cat,VN0146,3728576.0
3785,53000 to 349999,Liquor,VN0147,9598181.0
3786,53000 to 349999,Family Planning,VN0147,6031426.0
3787,53000 to 349999,Comestic,VN0147,5531777.0
3788,53000 to 349999,Import Beer,VN0147,5499084.0
3789,53000 to 349999,Personal Care,VN0147,4706363.0
3790,53000 to 349999,Import Beer,VN0148,10068184.0
3791,53000 to 349999,Liquor,VN0148,9205456.0
3792,53000 to 349999,Cookies,VN0148,7160915.0
3793,53000 to 349999,Family Planning,VN0148,6530473.0
3794,53000 to 349999,Candy Category,VN0148,6341819.0
3795,53000 to 349999,Family Planning,VN0149,12610474.0
3796,53000 to 349999,Liquor,VN0149,10110906.0
3797,53000 to 349999,Import Beer,VN0149,9117268.0
3798,53000 to 349999,Personal Care,VN0149,8408839.0
3799,53000 to 349999,Comestic,VN0149,8194550.0
3800,53000 to 349999,Import Beer,VN0150,303306954.0
3801,53000 to 349999,Liquor,VN0150,26143611.0
3802,53000 to 349999,Personal Care,VN0150,19109099.0
3803,53000 to 349999,Family Planning,VN0150,17779988.0
3804,53000 to 349999,Candy Category,VN0150,13592936.0
3805,53000 to 349999,Liquor,VN0151,11382736.0
3806,53000 to 349999,Family Planning,VN0151,10554282.0
3807,53000 to 349999,Import Beer,VN0151,9037267.0
3808,53000 to 349999,Personal Care,VN0151,8032729.0
3809,53000 to 349999,Packaged Ice Cream/Novelties,VN0151,4705460.0
3810,53000 to 349999,Liquor,VN0152,8311810.0
3811,53000 to 349999,Import Beer,VN0152,8170000.0
3812,53000 to 349999,Family Planning,VN0152,7410475.0
3813,53000 to 349999,Personal Care,VN0152,6089090.0
3814,53000 to 349999,Instant Noodles,VN0152,3614541.0
3815,53000 to 349999,Liquor,VN0153,22793637.0
3816,53000 to 349999,Candy Category,VN0153,9627281.0
3817,53000 to 349999,Instant Noodles,VN0153,6947104.0
3818,53000 to 349999,Family Planning,VN0153,6879996.0
3819,53000 to 349999,Comestic,VN0153,6274549.0
3820,53000 to 349999,Liquor,VN0154,22422727.0
3821,53000 to 349999,Import Beer,VN0154,12076357.0
3822,53000 to 349999,Family Planning,VN0154,8691414.0
3823,53000 to 349999,Comestic,VN0154,7019090.0
3824,53000 to 349999,Chocolate,VN0154,6455654.0
3825,53000 to 349999,Liquor,VN0155,29049994.0
3826,53000 to 349999,Import Beer,VN0155,20485454.0
3827,53000 to 349999,Personal Care,VN0155,16091822.0
3828,53000 to 349999,Family Planning,VN0155,14737131.0
3829,53000 to 349999,Candy Category,VN0155,10944744.0
3830,53000 to 349999,Liquor,VN0156,9407288.0
3831,53000 to 349999,Family Planning,VN0156,7906667.0
3832,53000 to 349999,Import Beer,VN0156,7065449.0
3833,53000 to 349999,Personal Care,VN0156,5325454.0
3834,53000 to 349999,Oral Care,VN0156,3462762.0
3835,53000 to 349999,Liquor,VN0157,15014544.0
3836,53000 to 349999,Family Planning,VN0157,11115226.0
3837,53000 to 349999,Import Beer,VN0157,8722725.0
3838,53000 to 349999,Candy Category,VN0157,8009136.0
3839,53000 to 349999,Personal Care,VN0157,7008190.0
3840,53000 to 349999,Import Beer,VN0158,57843432.0
3841,53000 to 349999,Liquor,VN0158,13315453.0
3842,53000 to 349999,Personal Care,VN0158,10315199.0
3843,53000 to 349999,Family Planning,VN0158,9405714.0
3844,53000 to 349999,Edible Grocery,VN0158,5707913.0
3845,53000 to 349999,Liquor,VN0159,18039083.0
3846,53000 to 349999,Family Planning,VN0159,14551418.0
3847,53000 to 349999,Candy Category,VN0159,11343647.0
3848,53000 to 349999,Personal Care,VN0159,9439091.0
3849,53000 to 349999,Import Beer,VN0159,7892726.0
3850,53000 to 349999,Liquor,VN0160,14008188.0
3851,53000 to 349999,Import Beer,VN0160,10322731.0
3852,53000 to 349999,Personal Care,VN0160,5595454.0
3853,53000 to 349999,Comestic,VN0160,4818183.0
3854,53000 to 349999,Family Planning,VN0160,3998093.0
3855,53000 to 349999,Liquor,VN0161,7773645.0
3856,53000 to 349999,Import Beer,VN0161,7571816.0
3857,53000 to 349999,Personal Care,VN0161,5899090.0
3858,53000 to 349999,Candy Category,VN0161,5001817.0
3859,53000 to 349999,Family Planning,VN0161,4805709.0
3860,53000 to 349999,Family Planning,VN0162,14315227.0
3861,53000 to 349999,Liquor,VN0162,8561815.0
3862,53000 to 349999,Import Beer,VN0162,7953634.0
3863,53000 to 349999,Personal Care,VN0162,7610005.0
3864,53000 to 349999,Comestic,VN0162,3254548.0
3865,53000 to 349999,Personal Care,VN0163,12382726.0
3866,53000 to 349999,Liquor,VN0163,11586371.0
3867,53000 to 349999,Family Planning,VN0163,9974275.0
3868,53000 to 349999,Import Beer,VN0163,8907277.0
3869,53000 to 349999,Comestic,VN0163,7217279.0
3870,53000 to 349999,Liquor,VN0164,11522729.0
3871,53000 to 349999,Import Beer,VN0164,10908174.0
3872,53000 to 349999,Family Planning,VN0164,8019043.0
3873,53000 to 349999,Personal Care,VN0164,7860006.0
3874,53000 to 349999,Chocolate,VN0164,3537808.0
3875,53000 to 349999,Liquor,VN0165,16375468.0
3876,53000 to 349999,Family Planning,VN0165,9614277.0
3877,53000 to 349999,Candy Category,VN0165,9042117.0
3878,53000 to 349999,Personal Care,VN0165,6669479.0
3879,53000 to 349999,Comestic,VN0165,6190911.0
3880,53000 to 349999,Personal Care,VN0166,11320913.0
3881,53000 to 349999,Family Planning,VN0166,9968571.0
3882,53000 to 349999,Liquor,VN0166,6315457.0
3883,53000 to 349999,Import Beer,VN0166,5819997.0
3884,53000 to 349999,Comestic,VN0166,5125460.0
3885,53000 to 349999,Liquor,VN0167,8038186.0
3886,53000 to 349999,Personal Care,VN0167,6344546.0
3887,53000 to 349999,Import Beer,VN0167,5610904.0
3888,53000 to 349999,Candy Category,VN0167,5330009.0
3889,53000 to 349999,Instant Noodles,VN0167,3887679.0
3890,53000 to 349999,Liquor,VN0168,15378179.0
3891,53000 to 349999,Import Beer,VN0168,8989997.0
3892,53000 to 349999,Personal Care,VN0168,7931303.0
3893,53000 to 349999,Comestic,VN0168,4441818.0
3894,53000 to 349999,Chilled Ready to eat,VN0168,3715450.0
3895,53000 to 349999,Liquor,VN0169,15067264.0
3896,53000 to 349999,Personal Care,VN0169,11894553.0
3897,53000 to 349999,Family Planning,VN0169,8932372.0
3898,53000 to 349999,Packaged Ice Cream/Novelties,VN0169,8659994.0
3899,53000 to 349999,Candy Category,VN0169,7631820.0
3900,53000 to 349999,Liquor,VN0170,23305457.0
3901,53000 to 349999,Personal Care,VN0170,15598179.0
3902,53000 to 349999,Family Planning,VN0170,14063804.0
3903,53000 to 349999,Import Beer,VN0170,11896360.0
3904,53000 to 349999,Comestic,VN0170,10716366.0
3905,53000 to 349999,Liquor,VN0171,5799999.0
3906,53000 to 349999,Family Planning,VN0171,3566658.0
3907,53000 to 349999,Personal Care,VN0171,3460000.0
3908,53000 to 349999,Comestic,VN0171,3019092.0
3909,53000 to 349999,Import Beer,VN0171,2856365.0
3910,53000 to 349999,Family Planning,VN0172,9195229.0
3911,53000 to 349999,Liquor,VN0172,8945457.0
3912,53000 to 349999,Personal Care,VN0172,5179091.0
3913,53000 to 349999,Import Beer,VN0172,5103639.0
3914,53000 to 349999,Chocolate,VN0172,4723636.0
3915,53000 to 349999,Import Beer,VN0173,17572727.0
3916,53000 to 349999,Candy Category,VN0173,15121836.0
3917,53000 to 349999,Family Planning,VN0173,14830475.0
3918,53000 to 349999,Chocolate,VN0173,14617266.0
3919,53000 to 349999,Personal Care,VN0173,14602732.0
3920,53000 to 349999,Liquor,VN0174,21428168.0
3921,53000 to 349999,Import Beer,VN0174,8935424.0
3922,53000 to 349999,Personal Care,VN0174,7675197.0
3923,53000 to 349999,Family Planning,VN0174,6010469.0
3924,53000 to 349999,Instant Noodles,VN0174,5864553.0
3925,53000 to 349999,Liquor,VN0175,6223631.0
3926,53000 to 349999,Personal Care,VN0175,4458187.0
3927,53000 to 349999,Comestic,VN0175,3747274.0
3928,53000 to 349999,Family Planning,VN0175,3595234.0
3929,53000 to 349999,Import Beer,VN0175,3253634.0
3930,53000 to 349999,Import Beer,VN0176,7666366.0
3931,53000 to 349999,Personal Care,VN0176,5473640.0
3932,53000 to 349999,Liquor,VN0176,5142725.0
3933,53000 to 349999,Family Planning,VN0176,4779998.0
3934,53000 to 349999,Comestic,VN0176,4378184.0
3935,53000 to 349999,Liquor,VN0177,24701817.0
3936,53000 to 349999,Personal Care,VN0177,9820001.0
3937,53000 to 349999,Import Beer,VN0177,9746362.0
3938,53000 to 349999,Chocolate,VN0177,9011309.0
3939,53000 to 349999,Instant Noodles,VN0177,8520006.0
3940,53000 to 349999,Liquor,VN0178,17887270.0
3941,53000 to 349999,Family Planning,VN0178,9644755.0
3942,53000 to 349999,Import Beer,VN0178,8812728.0
3943,53000 to 349999,Personal Care,VN0178,5151824.0
3944,53000 to 349999,Comestic,VN0178,4518179.0
3945,53000 to 349999,Liquor,VN0179,7244545.0
3946,53000 to 349999,Family Planning,VN0179,5097143.0
3947,53000 to 349999,Personal Care,VN0179,4485454.0
3948,53000 to 349999,Import Beer,VN0179,3915452.0
3949,53000 to 349999,Snacks for Drinks,VN0179,3347273.0
3950,53000 to 349999,Import Beer,VN0180,28030900.0
3951,53000 to 349999,Liquor,VN0180,19379085.0
3952,53000 to 349999,Fruit Cat,VN0180,14485710.0
3953,53000 to 349999,Bottled Water,VN0180,8588779.0
3954,53000 to 349999,Packaged Ice Cream/Novelties,VN0180,8077438.0
3955,53000 to 349999,Personal Care,VN0181,10767274.0
3956,53000 to 349999,Import Beer,VN0181,10240907.0
3957,53000 to 349999,Family Planning,VN0181,9708560.0
3958,53000 to 349999,Comestic,VN0181,9294551.0
3959,53000 to 349999,Instant Noodles,VN0181,7884034.0
3960,53000 to 349999,Liquor,VN0182,8357267.0
3961,53000 to 349999,Candy Category,VN0182,6072561.0
3962,53000 to 349999,Family Planning,VN0182,5095236.0
3963,53000 to 349999,Personal Care,VN0182,4626362.0
3964,53000 to 349999,Chocolate,VN0182,3461045.0
3965,53000 to 349999,Import Beer,VN0183,4684548.0
3966,53000 to 349999,Candy Category,VN0183,4656371.0
3967,53000 to 349999,Liquor,VN0183,4294548.0
3968,53000 to 349999,Personal Care,VN0183,4199090.0
3969,53000 to 349999,Comestic,VN0183,3783640.0
3970,53000 to 349999,Family Planning,VN0184,23866655.0
3971,53000 to 349999,Liquor,VN0184,22392718.0
3972,53000 to 349999,Import Beer,VN0184,16515454.0
3973,53000 to 349999,Personal Care,VN0184,13468193.0
3974,53000 to 349999,Oral Care,VN0184,6696559.0
3975,53000 to 349999,Import Beer,VN0185,14139093.0
3976,53000 to 349999,Liquor,VN0185,13795455.0
3977,53000 to 349999,Personal Care,VN0185,11697277.0
3978,53000 to 349999,Chocolate,VN0185,10330472.0
3979,53000 to 349999,Family Planning,VN0185,9729519.0
3980,53000 to 349999,Import Beer,VN0186,6858187.0
3981,53000 to 349999,Fruit Cat,VN0186,4383817.0
3982,53000 to 349999,Edible Grocery,VN0186,3855995.0
3983,53000 to 349999,Chocolate,VN0186,3326364.0
3984,53000 to 349999,Candy Category,VN0186,3094280.0
3985,53000 to 349999,Personal Care,VN0187,11031821.0
3986,53000 to 349999,Import Beer,VN0187,10788184.0
3987,53000 to 349999,Liquor,VN0187,9392732.0
3988,53000 to 349999,Family Planning,VN0187,7394276.0
3989,53000 to 349999,Comestic,VN0187,6842722.0
3990,53000 to 349999,Liquor,VN0188,34945434.0
3991,53000 to 349999,Import Beer,VN0188,34021993.0
3992,53000 to 349999,Comestic,VN0188,25405620.0
3993,53000 to 349999,Family Planning,VN0188,14085693.0
3994,53000 to 349999,Oral Care,VN0188,13469999.0
3995,53000 to 349999,Import Beer,VN0189,109916242.0
3996,53000 to 349999,Liquor,VN0189,93449946.0
3997,53000 to 349999,Instant Noodles,VN0189,34942556.0
3998,53000 to 349999,Personal Care,VN0189,32117945.0
3999,53000 to 349999,Packaged Ice Cream/Novelties,VN0189,30925424.0
4000,53000 to 349999,Liquor,VN0190,15997288.0
4001,53000 to 349999,Personal Care,VN0190,12703639.0
4002,53000 to 349999,Import Beer,VN0190,12477270.0
4003,53000 to 349999,Household Care,VN0190,9517205.0
4004,53000 to 349999,Comestic,VN0190,8969092.0
4005,53000 to 349999,Liquor,VN0191,12621816.0
4006,53000 to 349999,Instant Noodles,VN0191,7263367.0
4007,53000 to 349999,Personal Care,VN0191,6736363.0
4008,53000 to 349999,Candy Category,VN0191,6384110.0
4009,53000 to 349999,Import Beer,VN0191,5381817.0
4010,53000 to 349999,Import Beer,VN0192,24373634.0
4011,53000 to 349999,Liquor,VN0192,9162739.0
4012,53000 to 349999,Family Planning,VN0192,9110473.0
4013,53000 to 349999,Chocolate,VN0192,8026832.0
4014,53000 to 349999,Personal Care,VN0192,7921820.0
4015,53000 to 349999,Import Beer,VN0193,5294546.0
4016,53000 to 349999,Family Planning,VN0193,5255235.0
4017,53000 to 349999,Personal Care,VN0193,4122724.0
4018,53000 to 349999,Chocolate,VN0193,3845452.0
4019,53000 to 349999,Snacks for Drinks,VN0193,2442729.0
4020,53000 to 349999,Import Beer,VN0194,22129085.0
4021,53000 to 349999,Liquor,VN0194,17066370.0
4022,53000 to 349999,Fruit Cat,VN0194,10828580.0
4023,53000 to 349999,Instant Noodles,VN0194,9039096.0
4024,53000 to 349999,Family Planning,VN0194,8550469.0
4025,53000 to 349999,Import Beer,VN0195,80062727.0
4026,53000 to 349999,Carbonated Drinks - CSD,VN0195,79825451.0
4027,53000 to 349999,Liquor,VN0195,18420908.0
4028,53000 to 349999,Chocolate,VN0195,13344541.0
4029,53000 to 349999,Personal Care,VN0195,10924558.0
4030,53000 to 349999,Liquor,VN0196,28619093.0
4031,53000 to 349999,Family Planning,VN0196,18178081.0
4032,53000 to 349999,Import Beer,VN0196,15618186.0
4033,53000 to 349999,Personal Care,VN0196,14089097.0
4034,53000 to 349999,Candy Category,VN0196,9722900.0
4035,53000 to 349999,Liquor,VN0197,12159997.0
4036,53000 to 349999,Personal Care,VN0197,10714553.0
4037,53000 to 349999,Import Beer,VN0197,10220899.0
4038,53000 to 349999,Comestic,VN0197,6680918.0
4039,53000 to 349999,Household Care,VN0197,5967275.0
4040,53000 to 349999,Personal Care,VN0198,10161821.0
4041,53000 to 349999,Liquor,VN0198,9640901.0
4042,53000 to 349999,Import Beer,VN0198,8312734.0
4043,53000 to 349999,Household Care,VN0198,7342725.0
4044,53000 to 349999,Snacks for Drinks,VN0198,7205140.0
4045,53000 to 349999,Liquor,VN0199,11885460.0
4046,53000 to 349999,Import Beer,VN0199,7741820.0
4047,53000 to 349999,Family Planning,VN0199,7039039.0
4048,53000 to 349999,Personal Care,VN0199,5458184.0
4049,53000 to 349999,Candy Category,VN0199,5193935.0
4050,53000 to 349999,Liquor,VN0200,14240922.0
4051,53000 to 349999,Meals,VN0200,8031133.0
4052,53000 to 349999,Household Care,VN0200,6649090.0
4053,53000 to 349999,Packaged Ice Cream/Novelties,VN0200,6295429.0
4054,53000 to 349999,Import Beer,VN0200,6068723.0
4055,53000 to 349999,Liquor,VN0201,11299094.0
4056,53000 to 349999,Import Beer,VN0201,9925444.0
4057,53000 to 349999,Family Planning,VN0201,9156185.0
4058,53000 to 349999,Household Care,VN0201,5474545.0
4059,53000 to 349999,Packaged Ice Cream/Novelties,VN0201,5464546.0
4060,53000 to 349999,Liquor,VN0202,26163626.0
4061,53000 to 349999,Import Beer,VN0202,21065462.0
4062,53000 to 349999,Comestic,VN0202,13436365.0
4063,53000 to 349999,Oral Care,VN0202,8373030.0
4064,53000 to 349999,Packaged Ice Cream/Novelties,VN0202,8351689.0
4065,53000 to 349999,Personal Care,VN0203,6131826.0
4066,53000 to 349999,Import Beer,VN0203,5903643.0
4067,53000 to 349999,Liquor,VN0203,5575441.0
4068,53000 to 349999,Others Beverage,VN0203,5563431.0
4069,53000 to 349999,Family Planning,VN0203,4506663.0
4070,53000 to 349999,Import Beer,VN0204,11941814.0
4071,53000 to 349999,Liquor,VN0204,10268173.0
4072,53000 to 349999,Personal Care,VN0204,9668183.0
4073,53000 to 349999,Candy Category,VN0204,6414450.0
4074,53000 to 349999,Family Planning,VN0204,6019035.0
4075,53000 to 349999,Carbonated Drinks - CSD,VN0205,9368204.0
4076,53000 to 349999,Liquor,VN0205,8911829.0
4077,53000 to 349999,Import Beer,VN0205,6843639.0
4078,53000 to 349999,Personal Care,VN0205,5440910.0
4079,53000 to 349999,Instant Noodles,VN0205,3631814.0
4080,53000 to 349999,Import Beer,VN0206,14346341.0
4081,53000 to 349999,Liquor,VN0206,11684551.0
4082,53000 to 349999,Chocolate,VN0206,8311181.0
4083,53000 to 349999,Family Planning,VN0206,8141908.0
4084,53000 to 349999,Personal Care,VN0206,7435457.0
4085,53000 to 349999,Import Beer,VN0207,4643626.0
4086,53000 to 349999,Liquor,VN0207,3550003.0
4087,53000 to 349999,Personal Care,VN0207,3470909.0
4088,53000 to 349999,Comestic,VN0207,3067277.0
4089,53000 to 349999,Family Planning,VN0207,2855233.0
4090,53000 to 349999,Liquor,VN0208,10286372.0
4091,53000 to 349999,Import Beer,VN0208,7492725.0
4092,53000 to 349999,Chocolate,VN0208,4790910.0
4093,53000 to 349999,Family Planning,VN0208,4639045.0
4094,53000 to 349999,Household Care,VN0208,4351819.0
4095,53000 to 349999,Import Beer,VN0209,8629087.0
4096,53000 to 349999,Personal Care,VN0209,4546367.0
4097,53000 to 349999,Chocolate,VN0209,4167743.0
4098,53000 to 349999,Family Planning,VN0209,3952380.0
4099,53000 to 349999,Oral Care,VN0209,3865981.0
4100,53000 to 349999,Liquor,VN0210,10775451.0
4101,53000 to 349999,Import Beer,VN0210,8277605.0
4102,53000 to 349999,Personal Care,VN0210,8013638.0
4103,53000 to 349999,Chocolate,VN0210,5757875.0
4104,53000 to 349999,Comestic,VN0210,5722729.0
4105,53000 to 349999,Liquor,VN0211,14935447.0
4106,53000 to 349999,Import Beer,VN0211,14530013.0
4107,53000 to 349999,Personal Care,VN0211,13991820.0
4108,53000 to 349999,Family Planning,VN0211,11945712.0
4109,53000 to 349999,Comestic,VN0211,11914552.0
4110,53000 to 349999,Import Beer,VN0212,13526351.0
4111,53000 to 349999,Liquor,VN0212,7030006.0
4112,53000 to 349999,Chocolate,VN0212,5707407.0
4113,53000 to 349999,Personal Care,VN0212,3786365.0
4114,53000 to 349999,Candy Category,VN0212,2649092.0
4115,53000 to 349999,Personal Care,VN0213,7286364.0
4116,53000 to 349999,Comestic,VN0213,6699089.0
4117,53000 to 349999,Candy Category,VN0213,5997554.0
4118,53000 to 349999,Oral Care,VN0213,5511822.0
4119,53000 to 349999,Instant Noodles,VN0213,4775452.0
4120,53000 to 349999,Import Beer,VN0214,7899085.0
4121,53000 to 349999,Liquor,VN0214,7729997.0
4122,53000 to 349999,Personal Care,VN0214,5768181.0
4123,53000 to 349999,Snacks for Drinks,VN0214,5576966.0
4124,53000 to 349999,Household Care,VN0214,4988382.0
4125,53000 to 349999,Import Beer,VN0215,18613645.0
4126,53000 to 349999,Family Planning,VN0215,8554277.0
4127,53000 to 349999,Personal Care,VN0215,6324546.0
4128,53000 to 349999,Fruit Cat,VN0215,6147621.0
4129,53000 to 349999,Liquor,VN0215,5778179.0
4130,53000 to 349999,Liquor,VN0216,10042723.0
4131,53000 to 349999,Personal Care,VN0216,9552728.0
4132,53000 to 349999,Family Planning,VN0216,7800948.0
4133,53000 to 349999,Import Beer,VN0216,7309988.0
4134,53000 to 349999,Household Care,VN0216,5229862.0
4135,53000 to 349999,Import Beer,VN0217,17579990.0
4136,53000 to 349999,Domestic Beer,VN0217,11098175.0
4137,53000 to 349999,Family Planning,VN0217,7378092.0
4138,53000 to 349999,Chocolate,VN0217,4730205.0
4139,53000 to 349999,Liquor,VN0217,4695455.0
4140,53000 to 349999,Personal Care,VN0218,7657278.0
4141,53000 to 349999,Liquor,VN0218,7333626.0
4142,53000 to 349999,Family Planning,VN0218,7107614.0
4143,53000 to 349999,Import Beer,VN0218,6925455.0
4144,53000 to 349999,Candy Category,VN0218,4827952.0
4145,53000 to 349999,Liquor,VN0219,9185450.0
4146,53000 to 349999,Import Beer,VN0219,8089996.0
4147,53000 to 349999,Personal Care,VN0219,6998184.0
4148,53000 to 349999,Packaged Ice Cream/Novelties,VN0219,6105458.0
4149,53000 to 349999,Comestic,VN0219,5707276.0
4150,53000 to 349999,Family Planning,VN0220,5695231.0
4151,53000 to 349999,Personal Care,VN0220,5456361.0
4152,53000 to 349999,Import Beer,VN0220,4206362.0
4153,53000 to 349999,Packaged Ice Cream/Novelties,VN0220,3784143.0
4154,53000 to 349999,Instant Noodles,VN0220,3389094.0
4155,53000 to 349999,Import Beer,VN0221,17423630.0
4156,53000 to 349999,Fruit Cat,VN0221,11042848.0
4157,53000 to 349999,Liquor,VN0221,8341821.0
4158,53000 to 349999,Family Planning,VN0221,7245711.0
4159,53000 to 349999,Bottled Water,VN0221,6594843.0
4160,53000 to 349999,Liquor,VN0222,20507259.0
4161,53000 to 349999,Import Beer,VN0222,11870892.0
4162,53000 to 349999,Personal Care,VN0222,8760001.0
4163,53000 to 349999,Comestic,VN0222,8754652.0
4164,53000 to 349999,Family Planning,VN0222,8617139.0
4165,53000 to 349999,Family Planning,VN0223,6717135.0
4166,53000 to 349999,Liquor,VN0223,6039101.0
4167,53000 to 349999,Import Beer,VN0223,4962723.0
4168,53000 to 349999,Oral Care,VN0223,4265089.0
4169,53000 to 349999,Personal Care,VN0223,3666363.0
4170,53000 to 349999,Personal Care,VN0224,6834543.0
4171,53000 to 349999,Household Care,VN0224,5413571.0
4172,53000 to 349999,Comestic,VN0224,4197272.0
4173,53000 to 349999,Candy Category,VN0224,4061687.0
4174,53000 to 349999,Import Beer,VN0224,3848175.0
4175,53000 to 349999,Liquor,VN0225,14854536.0
4176,53000 to 349999,Personal Care,VN0225,9072732.0
4177,53000 to 349999,Candy Category,VN0225,8441819.0
4178,53000 to 349999,Comestic,VN0225,8132730.0
4179,53000 to 349999,Packaged Ice Cream/Novelties,VN0225,7146358.0
4180,53000 to 349999,Personal Care,VN0226,15610006.0
4181,53000 to 349999,Comestic,VN0226,11760915.0
4182,53000 to 349999,Import Beer,VN0226,10186357.0
4183,53000 to 349999,Family Planning,VN0226,8417140.0
4184,53000 to 349999,Chocolate,VN0226,7431578.0
4185,53000 to 349999,Liquor,VN0227,7676367.0
4186,53000 to 349999,Personal Care,VN0227,7661820.0
4187,53000 to 349999,Other Cuisine,VN0227,5829061.0
4188,53000 to 349999,Comestic,VN0227,5106367.0
4189,53000 to 349999,Candy Category,VN0227,5100005.0
4190,53000 to 349999,Import Beer,VN0228,4149092.0
4191,53000 to 349999,Candy Category,VN0228,3352633.0
4192,53000 to 349999,Comestic,VN0228,2510000.0
4193,53000 to 349999,Personal Care,VN0228,2491818.0
4194,53000 to 349999,Domestic Beer,VN0228,2002726.0
4195,53000 to 349999,Import Beer,VN0229,18459082.0
4196,53000 to 349999,Personal Care,VN0229,10599997.0
4197,53000 to 349999,Liquor,VN0229,10229987.0
4198,53000 to 349999,Fruit Cat,VN0229,8828565.0
4199,53000 to 349999,Family Planning,VN0229,7066668.0
4200,53000 to 349999,Personal Care,VN0230,3893632.0
4201,53000 to 349999,Import Beer,VN0230,3714543.0
4202,53000 to 349999,Family Planning,VN0230,2947619.0
4203,53000 to 349999,Chocolate,VN0230,2477003.0
4204,53000 to 349999,Instant Noodles,VN0230,2290000.0
4205,53000 to 349999,Import Beer,VN0231,6115456.0
4206,53000 to 349999,Family Planning,VN0231,5901901.0
4207,53000 to 349999,Personal Care,VN0231,5612727.0
4208,53000 to 349999,Liquor,VN0231,4916362.0
4209,53000 to 349999,Non-potato Chips,VN0231,3704591.0
4210,53000 to 349999,Liquor,VN0232,7222726.0
4211,53000 to 349999,Import Beer,VN0232,4450905.0
4212,53000 to 349999,Personal Care,VN0232,4023641.0
4213,53000 to 349999,Family Planning,VN0232,3731421.0
4214,53000 to 349999,Comestic,VN0232,2524546.0
4215,53000 to 349999,Domestic Beer,VN0233,6782740.0
4216,53000 to 349999,Import Beer,VN0233,6449085.0
4217,53000 to 349999,Candy Category,VN0233,3305460.0
4218,53000 to 349999,Packaged Ice Cream/Novelties,VN0233,2899082.0
4219,53000 to 349999,Personal Care,VN0233,2845456.0
4220,53000 to 349999,Personal Care,VN0234,6854549.0
4221,53000 to 349999,Import Beer,VN0234,6758175.0
4222,53000 to 349999,Comestic,VN0234,3180909.0
4223,53000 to 349999,Family Planning,VN0234,3062854.0
4224,53000 to 349999,Packaged Ice Cream/Novelties,VN0234,2809392.0
4225,53000 to 349999,Personal Care,VN0235,5783640.0
4226,53000 to 349999,Candy Category,VN0235,5039095.0
4227,53000 to 349999,Family Planning,VN0235,4084759.0
4228,53000 to 349999,Toys,VN0235,4056972.0
4229,53000 to 349999,Edible Grocery,VN0235,3960577.0
4230,53000 to 349999,Liquor,VN0236,10839094.0
4231,53000 to 349999,Personal Care,VN0236,7843638.0
4232,53000 to 349999,Candy Category,VN0236,5919304.0
4233,53000 to 349999,Edible Grocery,VN0236,4819382.0
4234,53000 to 349999,Chocolate,VN0236,4508182.0
4235,53000 to 349999,Import Beer,VN9996,5237281.0
4236,53000 to 349999,Tea,VN9996,3703638.0
4237,53000 to 349999,Other Cuisine,VN9996,3259978.0
4238,53000 to 349999,Snacks for Drinks,VN9996,2934547.0
4239,53000 to 349999,Fried Food Cat,VN9996,2697271.0
4240,>=350000,Accessories,401230,0.0
4241,>=350000,Add-on item Cat,401230,0.0
4242,>=350000,Babycare,401230,0.0
4243,>=350000,Batteries,401230,0.0
4244,>=350000,Biscuits,401230,0.0
4245,>=350000,Liquor,VN0001,6020001.0
4246,>=350000,Wine,VN0001,4955456.0
4247,>=350000,Candy Category,VN0001,1700001.0
4248,>=350000,Import Beer,VN0001,1280909.0
4249,>=350000,Edible Grocery,VN0001,821818.0
4250,>=350000,Wine,VN0002,25096374.0
4251,>=350000,Liquor,VN0002,15504546.0
4252,>=350000,Fruit Cat,VN0002,3314288.0
4253,>=350000,Bottled Water,VN0002,3054544.0
4254,>=350000,Chocolate,VN0002,2672726.0
4255,>=350000,Import Beer,VN0003,7987272.0
4256,>=350000,Candy Category,VN0003,7908183.0
4257,>=350000,Liquor,VN0003,3996365.0
4258,>=350000,Wine,VN0003,3130910.0
4259,>=350000,Domestic Beer,VN0003,1875455.0
4260,>=350000,Yogurt,VN0004,6181818.0
4261,>=350000,Edible Grocery,VN0004,2436363.0
4262,>=350000,Juice,VN0004,1500000.0
4263,>=350000,Nuts Milk,VN0004,1136364.0
4264,>=350000,Paper/Plastic/Foil Products,VN0004,1072727.0
4265,>=350000,Import Beer,VN0005,7175453.0
